Customer Review,Date Of Stay,Customer Rating,Owner Responded
One of the best hotels I have stayed for business travel. The Oberoi team at Dr Zakir Hussain marg was just exceptional in their service. A special mention of thanks to the Gym trainer Ashish Panwar for his support and training.   Front office manager Jonaki Biswas was brilliant as well with her proactive support during a very busy trip.,Date of stay: August 2021,bubble_50,"Dear Guest,   I am delighted you had a memorable experience with us and we were able to exceed your expectations.   We are truly grateful for the wonderful things you have said about team and services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward.  Thank you so much for appreciating Jonaki, Ashish and our team. People are the backbone of our hotel. With their genuine care and perceptiveness they create delightful moments for our guests, we are truly fortunate to have such an amazing team. I have shared your feedback with everyone at the hotel, your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We are delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.  Sincere regards  Aditya Vikram Pandey Hotel Manager "
It’s always magical to stay with you!! You guys are fantastic!! Super food & amazing staff!! especially Ibrahim and Naveet. Our favourite spot to stay!! Amazing breakfast. Gotta try when you visit next,Date of stay: August 2021,bubble_50,"Dear Guest,   Thank you for your words of appreciation and encouragement. We are delighted to know that you enjoyed your stay with us.  We are truly grateful for the wonderful things you have said about the hotel and the services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward. It’s our team that makes our hotel special – I am very lucky to have a dedicated team of ladies and gentlemen who do all they can to delight our guests and ensure they carry everlasting and fond memories. I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.   We are delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.  Sincere regards  Aditya Vikram Pandey Hotel Manager "
"When I had to travel in the midst of Covid, the only place I could think of was The Oberoi and I can say I was impressed with the way they are managing the current pandemic. Right from contact-less check in to ensure minimum contact and sanitisation they are managing is all really well. All in all I had a comfortable stay and was happy!!",Date of stay: February 2021,bubble_50,"Dear Guest,   Thank you for your words of appreciation and encouragement. We are delighted to know that you enjoyed your stay with us.  We are truly grateful for the wonderful things you have said about the hotel, team, and services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward. I have shared your feedback with everyone at the hotel, your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  At The Oberoi, New Delhi, we have implemented stringent hygiene processes to ensure the wellbeing of our guests and our team. Thank you for appreciating these measures.  We are delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.  Sincere regards  Aditya Vikram Pandey Hotel Manager "
"The Oberoi group of hotels is an experience one can’t miss. Had a immemorial stay at their New Delhi’s abode in August 21, Oberoi suite. Though my stay was merely a day, finesse in Hospitality made it 10 folds better. From reception to in-room dining, one will surely be wowed. Comfort of the guest is given utmost importance.    Special mention to Mr. Zaid at the reception & Ms.Won at the Spa who went beyond the mile to ensure I was made at home. Thank you Oberoi Hotels, I will be back soon.",Date of stay: August 2021,bubble_50,"Dear Guest,   Thank you for your words of appreciation and encouragement. We are delighted to know that you enjoyed your stay with us.  We are truly grateful for the wonderful things you have said about the hotel and the services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward. It’s our team that makes our hotel special – I am very lucky to have a dedicated team of ladies and gentlemen who do all they can to delight our guests and ensure they carry everlasting and fond memories. I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.   We are delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.  Sincere regards  Aditya Vikram Pandey Hotel Manager  "
"The most excellent, classy, dignified hotel in New Delhi, with top of the line service and superb restaurants, The Oberoi is simply the best. Do not even think of staying anywhere else in the capital.  No other hotel will offer the kind of services this hotel does. And everything is top of the line, the best.",Date of stay: August 2021,bubble_50,"Dear Guest,   It was a pleasure having you stay with us at The Oberoi, New Delhi on your recent visit. I take this opportunity to thank you for your time in evaluating our product and services.   We are truly grateful for the wonderful things you have said about the hotel, team, and services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward. I have shared your feedback with everyone at the hotel, your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We are delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.  Sincere regards  Aditya Vikram Pandey Hotel Manager  "
"This hotel is something we Indians can be proud of.   Every aspect of the hotel has been meticulously researched and no small detail has been overlooked. The staff at the hotel is all extremely professional and extremely polite. We had a wonderful time here despite the short time we spent at the property.   Each and every member of the staff we interacted with, went above and beyond to help us. I can't wait to be back again!",Date of stay: July 2021,bubble_50,"Dear Guest,   I am delighted you had a memorable experience with us and we were able to exceed your expectations.   We are truly grateful for the wonderful things you have said about team and services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward.  Thank you so much for appreciating our team. People are the backbone of our hotel. With their genuine care and perceptiveness they create delightful moments for our guests, we are truly fortunate to have such an amazing team. I have shared your feedback with everyone at the hotel, your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We are delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.  Sincere regards  Aditya Vikram Pandey Hotel Manager  "
"We stayed at the property to celebrate my birthday and were warmly greeted by the staff. Kudos to Jonika, Sagar, Ronojoy, Inder Ji, Jessica and Rachel at the front desk for the smooth check in and check out formalities . Our room was upgraded by Jonika and a delicious cake and some beautiful flowers were arranged by the front desk. I have always maintained that the Oberoi Group is the gold standard in hospitality and every time I visit any Oberoi property the bar of excellence is raised. The property is beautiful and extremely well maintained. The staff is pleasing and courteous. Any celebration planned here is amplified due to the wonderful staff of this property. The Food is to die for at 360, the all day dining restaurant as well as the In room dining. I’ve never enjoyed an…",Date of stay: June 2021,bubble_50,"Dear Guest,   I am delighted you had a memorable experience with us and we were able to exceed your expectations.   We are truly grateful for the wonderful things you have said about the restaurant, team and services. My chefs are delighted to know that dining at 360, our main dining restaurant added to the overall success of your stay. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward.  Thank you so much for appreciating our team. People are the backbone of our hotel. With their genuine care and perceptiveness they create delightful moments for our guests, we are truly fortunate to have such an amazing team. I have shared your feedback with everyone at the hotel, your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We are delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.  Sincere regards  Aditya Vikram Pandey Hotel Manager "
"High standard hotel, excellent food, very clean, perfect service, staff are very nice, a safe place to stay in the COVID time. Beautiful hotel….. I enjoyed my staying and I would definitely come back.",Date of stay: July 2021,bubble_50,"Dear Guest,   It was a pleasure having you stay with us at The Oberoi, New Delhi on your recent visit. I take this opportunity to thank you for your time in evaluating our product and services.   We are truly grateful for the wonderful things you have said about the hotel, team, and services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward. I have shared your feedback with everyone at the hotel, your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  At The Oberoi, New Delhi, we have implemented stringent hygiene processes to ensure the wellbeing of our guests and our team. Thank you for appreciating these measures.  We are delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.  Sincere regards  Aditya Vikram Pandey Hotel Manager  "
"I am a frequent traveler and also a privilege member of The Oberoi.   Most of my travels take me to The Oberoi Gurgaon in NCR. This time however I stayed in The Oberoi Delhi. The hotel was very promising,   Firstly, a special mention to Mr. Jacob, Sales Manager at The Oberoi. It is always a pleasure to get my booking done through him.  Mr, Avinash was my Butler throughout my stay at the hotel and I found him to be very accommodating and helpful. He definitely made my stay very comfortable. I highly recommend him. He has always been my saving grace in dire circumstances.   Also genuinely I feel that Mr. Sarabjeet Singh Bhalla, Executive Assistant Manger Food and Beverage Service, helped me to make my stay comfortable. His service was exemplary. Similarly  Mr. Aditya Vikram…",Date of stay: July 2021,bubble_50,"Dear Guest,   Thank you for your continuous patronage towards Oberoi Hotels and Resorts. I am delighted you had a memorable experience with us.   We are truly grateful for the wonderful things you have said about the restaurant, team and services. My chefs are delighted to know that dining at 360, our main dining restaurant added to the overall success of your stay. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward.  Thank you so much for appreciating our team. People are the backbone of our hotel. With their genuine care and perceptiveness they create delightful moments for our guests, we are truly fortunate to have such an amazing team. I have shared your feedback with everyone at the hotel, your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We are delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.  Sincere regards  Aditya Vikram Pandey Hotel Manager  "
"The moment you step inside the hotel, you definitely get an amazing feeling. The front office staff behaviour is exceptional , they will all greet you with a smile which will actually make your day. Mr Inder, Duty Manager Sonya , Mr Tushar made sure our stay was perfect and were very prompt in there service. Would specially like to thank and appreciate Front Office Manager Ms Jonaki, for personally taking care of the guests and she made sure that all the needs of the guests are been taken care of and she  made us  feel extremely comfortable. You can actually call her the  jewel of the hotel. When we talk about the room , it was designed very beautiful and the view of the Humayun tomb was mesmerizing. The food served in their coffee shop  360 was extremely delicious and what made…",Date of stay: July 2021,bubble_50,"Dear Guest,   I am delighted you had a memorable experience with us and we were able to exceed your expectations.   We are truly grateful for the wonderful things you have said about the restaurant, team and services. My chefs are delighted to know that dining at 360, our main dining restaurant added to the overall success of your stay. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward.  Thank you so much for appreciating Inder, Tushar, Sonya, Jonaki, Arjun, Ujwal and our team. People are the backbone of our hotel. With their genuine care and perceptiveness they create delightful moments for our guests, we are truly fortunate to have such an amazing team. I have shared your feedback with everyone at the hotel, your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We are delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.  Sincere regards  Aditya Vikram Pandey Hotel Manager  "
"The presence of Jonaki makes this property fabulous. Her effort and detailing that goes behind the show is just so impeccable, truly it redefines the word hospitality.  Rishabh and his staff at Cirus 9 are just outstanding. I was glad that my complaint regarding glassware last time  was taken into consideration. Can’t thank you enough for your flawless service. 🙏",Date of stay: July 2021,bubble_50,"Dear Guest,   I am delighted you had a memorable stay with us.   We are truly grateful for the wonderful things you have said about the hotel, team, and services. Jonaki, Rishabh and our team are delighted to know that their effort added to the overall success of your stay. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward. I have shared your feedback with everyone at the hotel, your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We are extremely delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.  Sincere regards  Aditya Vikram Pandey Hotel Manager "
"Oberoi Team was very cooperative during the function, excellent service and excellent food! The team was highly efficient and took good care of our guests. All the social distancing and Covid measures were in place.",Date of stay: July 2021,bubble_50,"Dear Guest,   I am delighted you had a memorable stay with us and we were able to exceed your expectations.   We are truly grateful for the wonderful things you have said about the hotel, team, and services. Our team is delighted to know that their effort added to the overall success of your event. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward. I have shared your feedback with everyone at the hotel, your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  At The Oberoi, New Delhi, we have implemented stringent hygiene processes to ensure the wellbeing of our guests and our team. Thank you for appreciating these measures.  We are delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming your guest and you back.  Sincere regards  Aditya Vikram Pandey Hotel Manager  "
"I came to the Oberoi Delhi for my birthday, and it was the best experience ever.  They organized everything so beautifully, the decoration in the suite and the cake from their patisserie. Cocktails at Cirrus 9 are truly amazing, the breakfast and diner at 360° were delicious. All the staff were so graceful and adorable at the same time.  This hotel is just like a family now. I am excited to visit them all over India and the world. I once again, really wanted to thank them for this wonderful memory.",Date of stay: July 2021,bubble_50,"Dear Guest,   I am delighted you had a memorable experience with us and we were able to exceed your expectations.   We are truly grateful for the wonderful things you have said about the restaurant, team and services. My chefs are delighted to know that dining at 360, our main dining restaurant added to the overall success of your stay. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward.  Thank you so much for appreciating our team. People are the backbone of our hotel. With their genuine care and perceptiveness they create delightful moments for our guests, we are truly fortunate to have such an amazing team. I have shared your feedback with everyone at the hotel, your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We are delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.  Sincere regards  Aditya Vikram Pandey Hotel Manager  "
"Love the Oberoi in Delhi the food, ambience is excellent. The restaurants and the Patisserie in particular is great the food is great and the employees are professional and wonderful thanks.Service with a smile.",Date of stay: July 2021,bubble_50,"Dear Guest,   It was a pleasure having you stay with us at The Oberoi, New Delhi on your recent visit. I take this opportunity to thank you for your time in evaluating our product and services.   We are truly grateful for the wonderful things you have said about the hotel, team, and services. Harsh and Abhishek and our team are delighted to know that their effort added to the overall success of your stay. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward. I have shared your feedback with everyone at the hotel, your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We look forward to welcoming you back.  Sincere regards  Aditya Vikram Pandey Hotel Manager  "
the experience from booking to reception to our room was very smooth.the roof top bar and cafe was excellent.staff was very accommodating and welcoming .location was very Centrail .the room service was also extremely good.,Date of stay: July 2021,bubble_50,"Dear Guest,   It was a pleasure having you stay with us at The Oberoi, New Delhi on your recent visit. I take this opportunity to thank you for your time in evaluating our product and services.   We are truly grateful for the wonderful things you have said about the hotel, team, and services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward. I have shared your feedback with everyone at the hotel, your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We are delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.  Sincere regards  Aditya Vikram Pandey Hotel Manager "
Had my dinner at 360 and i must say that the ambience of the restaurant was really amazing. The staff was very professional. Special mention to Mr. Tathagat and Ms. Jaishree for their excellent service and for making my dinner even more special. Would love to get serviced by you again. Kudos and thankyou again. ✌🏻,Date of stay: July 2021,bubble_50,"Dear Guest,   I am delighted you had a memorable dining experience with us and we were able to exceed your expectations.   We are truly grateful for the wonderful things you have said about the restaurant, team and services. My chefs are delighted to know that dining at 360, our main dining restaurant added to the overall success of your stay. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward.  Thank you so much for appreciating Tathagat, Jaishree and our team. People are the backbone of our hotel. With their genuine care and perceptiveness they create delightful moments for our guests, we are truly fortunate to have such an amazing team. I have shared your feedback with everyone at the hotel, your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We are delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.  Sincere regards  Aditya Vikram Pandey Hotel Manager "
Best Room Service. Good hotel . The staff was professional and courteous. House keeping services r gr8❤️❤️ Special thanks to Harsh Bansal n Abhishek Jasola.They cared for us like we were staying in our own home.,Date of stay: July 2021,bubble_50,"Dear Guest,   It was a pleasure having you stay with us at The Oberoi, New Delhi on your recent visit. I take this opportunity to thank you for your time in evaluating our product and services.   We are truly grateful for the wonderful things you have said about the hotel, team, and services. Harsh and Abhishek and our team are delighted to know that their effort added to the overall success of your stay. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward. I have shared your feedback with everyone at the hotel, your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We are delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.  Sincere regards  Aditya Vikram Pandey Hotel Manager  "
House keeping staff is very polite and great♥️♥️  Special thanks to Harsh Bansal and Abhishek Jasola I loved this hotel. 2 days stay is awesome Fully luxurious room. Timely room service  Staff is very polite,Date of stay: July 2021,bubble_50,"Dear Guest,   I am delighted you had a memorable stay with us and we were able to exceed your expectations.   We are truly grateful for the wonderful things you have said about the hotel, team, and services. Harsh and Abhishek and our team are delighted to know that their effort added to the overall success of your stay. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward. I have shared your feedback with everyone at the hotel, your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We are extremely delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.  Sincere regards  Aditya Vikram Pandey Hotel Manager "
Just beleive me the best hotel in delhi staff and service is too much good service is very fast and the food is delicious and the very nice way of staff to communicate with customer i will return back soon.,Date of stay: July 2021,bubble_50,"Dear Guest,   I am delighted you had a memorable stay with us and we were able to exceed your expectations.   We are truly grateful for the wonderful things you have said about the hotel, team, and services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward. I have shared your feedback with everyone at the hotel, your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We are extremely delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.  Sincere regards  Aditya Vikram Pandey Hotel Manager "
Overall experience to Oberoi New Delhi was overwhelming.. as it was our anniversary.. mr Vinayak had done his best to make our occasion one of the memorable.. in this pandemic situation also hotel followed all the norms and provide us the best.. mr Vinayak did fantastic arrangement from our check in to entire stay to make our day so special.. in the reception too miss Rachel had made our stay unforgettable by providing us the comfort and entertaining my kid too.. in the restaurant mr Arjun had taken care of our taste and providing the best.. so it was overall an amazing experience..thanks Oberoi for ur fantastic hospitality..,Date of stay: July 2021,bubble_50,"Dear Guest,   It was a pleasure having you stay with us at The Oberoi, New Delhi on your recent visit. I take this opportunity to thank you for your time in evaluating our product and services.   We are truly grateful for the wonderful things you have said about the hotel, team, and services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward.   Thank you so much for appreciating Rachel, Vinayak, Arjun and our team. People are the backbone of our hotel. With their genuine care and perceptiveness they create delightful moments for our guests, we are truly fortunate to have such an amazing team. I have shared your feedback with everyone at the hotel, your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  At The Oberoi, New Delhi, we have implemented stringent hygiene processes to ensure the wellbeing of our guests and our team. Thank you for appreciating these measures.  We are extremely delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.  Sincere regards  Aditya Vikram Pandey Hotel Manager  "
"The overall experience was tooo good to be true. I celebrated my Bday as a solo traveller. Mr Pushkar and his team made sure that it was one of the most memorable birthday's of my life.  Special thanks to Rachel for helping me out in every aspect. The entire cycle from booking related queries till service was flawless. Room has amazing view and u get it completely glitch free. Was little skeptical on safety as was solo, but it came out as 10/10. The entire time I was serviced by female staff. The entire experience can be summarized as a fairy tale which I never wanted to end. Thanks for making the day sooo memorable to me.",Date of stay: July 2021,bubble_50,"Dear Guest,   I am delighted you had a memorable stay with us and we were able to exceed your expectations.   We are truly grateful for the wonderful things you have said about the hotel, team, and services. Rachel, Pushkar and our team are delighted to know that their effort added to the overall success of your stay. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward. I have shared your feedback with everyone at the hotel, your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  At The Oberoi, New Delhi, we have implemented stringent hygiene processes to ensure the wellbeing of our guests and our team. Thank you for appreciating these measures.  We are extremely delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.  Sincere regards  Aditya Vikram Pandey Hotel Manager "
My go to place in delhi . The hotel offers everything one can need in a busy city like delhi . We had an amazing dim sum lunch at Baoshuan. Cirrus 9 served us the finest cocktails. The patisserie offers all kinds of desserts . My favorite being the chocolate truffle cake and the macaroons . The Spa is equipped with modern day automated beds. The coffee shop 360 has to be the best place to eat in delhi . Mrs Udiksha - the hotel manager upgraded us to a brilliant suite. The staff and hospitality were on point. Me and my wife had a brilliant stay I cannot wait to get back to TOND.,Date of stay: January 2021,bubble_50,"Dear Guest,   I am delighted you had a memorable stay with us and we were able to exceed your expectations.   We are truly grateful for the wonderful things you have said about the hotel, team and services. My chefs are delighted to know that dining at our restaurants added to the overall success of your stay. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward.  Thank you so much for appreciating Udiksha and our team. People are the backbone of our hotel. With their genuine care and perceptiveness they create delightful moments for our guests, we are truly fortunate to have such an amazing team. I have shared your feedback with everyone at the hotel, your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We are delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.  Sincere regards  Aditya Vikram Pandey Hotel Manager  "
"We decided to celebrate our 30th anniversary here. And so glad that we chose this hotel for a night staycation.   1. The room we stayed in was absolutely gorgeous, on the 7th floor, bright,  beautiful, with a view of the golf course and endless greens, plus some famous monuments in the distance. They had decorated with heart shaped balloons and a rose petal bathtub! There was a beautiful bouquet of pink lilies and a cake in the room. This was already more than we asked for.  2. The staff was more courteous than any other 5 star hotel staff. Right from the first person checking temperature at the entrance to the last person on our way out! The tone was very friendly and warm, genuinely making us feel royal!! I must mention the person at the front desk, Nabeel Rehan, who was…",Date of stay: June 2021,bubble_50,"Dear Guest,   I am delighted you had a memorable stay with us and we were able to exceed your expectations.   We are truly grateful for the wonderful things you have said about the hotel, team and services. My chefs are delighted to know that dining at 360, our main dining restaurant added to the overall success of your stay. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward.  Thank you so much for appreciating Rachel, Nabeel and our team. People are the backbone of our hotel. With their genuine care and perceptiveness they create delightful moments for our guests, we are truly fortunate to have such an amazing team. I have shared your feedback with everyone at the hotel, your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  At The Oberoi, New Delhi, we have implemented stringent hygiene processes to ensure the wellbeing of our guests and our team. Thank you for appreciating these measures.  We are extremely delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.  Sincere regards  Aditya Vikram Pandey Hotel Manager  "
"The Oberoi is one of our all time favourite hotels to escape to in the city. Given the stresses of the past few months, and the concerns around safety we didn't trust any other place to go to for the weekend. The service as always was excellent, the staff and chefs made us feel welcome, our daughter had a great time, the food, the room, everything was up to the standards we expect from a top luxury hotel. We will definitely go back!",Date of stay: June 2021,bubble_50,"Dear Guest,   It was a pleasure having you stay with us at The Oberoi, New Delhi on your recent visit. I take this opportunity to thank you for your time in evaluating our product and services.   We are truly grateful for the wonderful things you have said about the hotel, team, and services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward. I have shared your feedback with everyone at the hotel, your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  At The Oberoi, New Delhi, we have implemented stringent hygiene processes to ensure the wellbeing of our guests and our team. Thank you for appreciating these measures.  We are extremely delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.  Sincere regards  Aditya Vikram Pandey Hotel Manager  "
"I stayed at The Oberoi ,New Delhi. The experience was absolutely amazing, the food,the rooms and the hospitality was way above expectations. All covid protocols were thoroughly followed. The check-in was quick and flawless. The meals at 360 restaurant were delicious and the food was served quickly, though the restaurant was fully booked. I would highly recommend the hotel and would love to experience it again very soon. Cheers!!",Date of stay: June 2021,bubble_50,"Dear Guest,  I am delighted your parents had a memorable stay with us and we were able to exceed your expectations.  We are truly grateful for the wonderful things you have said about the hotel, team, and services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward. I have shared your feedback with everyone at the hotel, your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  At The Oberoi, New Delhi, we have implemented stringent hygiene processes to ensure the wellbeing of our guests and our team. Thank you for appreciating these measures.  We are extremely delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.   Sincere regards  Aditya Vikram Pandey Hotel Manager  "
"I had a booking done for my parents in India while I am in Australia. Right from the reservation to checkout it was a wonderful experience. The bakery is where I grew up eating the best pastries in Delhi and the fact they they could taylor make the order for which I communicated in less than a day is commendable.  Ibrahim Magdum had been helping me out time and again for organising the most memorable times at the property.  Nabeel the concierge services even packed breakfast for my parents who were driving back home since it was a long drive , I haven’t seen them in almost 3 years which was so important to me to be able to book them in for a good time and I am so very grateful for your services  and hope to be there my self soon. Thankyou The Oberoi New Delhi, Ps compliments on…",Date of stay: June 2021,bubble_50,"Dear Guest,  I am delighted your parents had a memorable stay with us and we were able to exceed your expectations.  We are truly grateful for the wonderful things you have said about the hotel, team, and services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward.   Thank you so much for appreciating Ibrahim, Nabeel and our team. People are the backbone of our hotel. With their genuine care and perceptiveness they create delightful moments for our guests, we are truly fortunate to have such an amazing team. I have shared your feedback with everyone at the hotel, your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  I have made a careful note of your fondness to “The Oberoi patisserie and delicatessen”, let me know when you are planning to visit The Oberoi, I shall get my Chefs to whip up your favourite pastries.   We are extremely delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.   Sincere regards  Aditya Vikram Pandey Hotel Manager  "
"The hospitality was par excellence much much better than what I expected  , the team overall were very warm and alert and conscious at all times .. special mention of Ms Jonaki Biswas , Duty manager for finding a work around keeping in mind of my specific needs during my solo stay . The team at 360 were also too efficient and caring - special mention of Kartik , ishan and Surendra .  Thanks to Mr Arjun Dewan for taking so much care and personal attention . 200% focus on safety  and hygiene during  COVID times .",Date of stay: May 2021,bubble_50,"Dear Guest,   It was a pleasure having you stay with us at The Oberoi, New Delhi on your recent visit. I take this opportunity to thank you for your time in evaluating our product and services.   We are truly grateful for the wonderful things you have said about the hotel, teams and the services provided. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward.  Thank you so much for appreciating Jonaki, Kartik, Ishan, Surendra, Arjun and our team. People are the backbone of our hotel. With their genuine care and perceptiveness they create delightful moments for our guests, we are truly fortunate to have such an amazing team. I have shared your feedback with everyone at the hotel, your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  At The Oberoi, New Delhi, we have implemented stringent hygiene processes to ensure the wellbeing of our guests and our team. Thank you for appreciating these measures.  We are delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.   Sincere regards  Aditya Vikram Pandey Hotel Manager  "
