Customer Review,Date Of Stay,Customer Rating,Owner Responded,Lemmatized Tokens,lemmatized
mom step long time covid I m glad decided finally step visit bao shuan rooftop restaurant new food delectable staff incredibly generous hospitable restaurant clean feel safe mom absolutely love food get opportunity meet master chef himanshu tond reservation kind generous look forward go soon you re look excellent asian cuisine look gorgeous establishment heart make perfect set view meal brighten anyone day,10/21,Excellent,True,"['mom', 'step', 'long', 'time', 'covid', 'I', 'm', 'glad', 'decided', 'finally', 'step', 'visit', 'bao', 'shuan', 'rooftop', 'restaurant', 'new', 'food', 'delectable', 'staff', 'incredibly', 'generous', 'hospitable', 'restaurant', 'clean', 'feel', 'safe', 'mom', 'absolutely', 'love', 'food', 'get', 'opportunity', 'meet', 'master', 'chef', 'himanshu', 'tond', 'reservation', 'kind', 'generous', 'look', 'forward', 'go', 'soon', 'you', 're', 'look', 'excellent', 'asian', 'cuisine', 'look', 'gorgeous', 'establishment', 'heart', 'make', 'perfect', 'set', 'view', 'meal', 'brighten', 'anyone', 'day']",mom step long time covid I m glad decided finally step visit bao shuan rooftop restaurant new food delectable staff incredibly generous hospitable restaurant clean feel safe mom absolutely love food get opportunity meet master chef himanshu tond reservation kind generous look forward go soon you re look excellent asian cuisine look gorgeous establishment heart make perfect set view meal brighten anyone day
5star hotel oberois delhiin league moment enter beautiful surrounding notice impeccable kind staff attention give service food serve stay 11 day pandemic feel totally safe care single day hesitation return visit,09/21,Excellent,True,"['5star', 'hotel', 'oberois', 'delhiin', 'league', 'moment', 'enter', 'beautiful', 'surrounding', 'notice', 'impeccable', 'kind', 'staff', 'attention', 'give', 'service', 'food', 'serve', 'stay', '11', 'day', 'pandemic', 'feel', 'totally', 'safe', 'care', 'single', 'day', 'hesitation', 'return', 'visit']",5star hotel oberois delhiin league moment enter beautiful surrounding notice impeccable kind staff attention give service food serve stay 11 day pandemic feel totally safe care single day hesitation return visit
stay 2 monthstotally happy service provide oberionsspecially gym trainer ashishvery proffesional hard work boy pool sumit help handthese proffesional work helpful,10/21,Excellent,True,"['stay', '2', 'monthstotally', 'happy', 'service', 'provide', 'oberionsspecially', 'gym', 'trainer', 'ashishvery', 'proffesional', 'hard', 'work', 'boy', 'pool', 'sumit', 'help', 'handthese', 'proffesional', 'work', 'helpful']",stay 2 monthstotally happy service provide oberionsspecially gym trainer ashishvery proffesional hard work boy pool sumit help handthese proffesional work helpful
lovely weekend new familyhad fantastic quality timeroom comfortablethe food excellent courtesy par excellence special reference jai raj dewanthe young manager attendance feel specialwould definitely like repeat visit mrsgeeta bhargava,10/21,Excellent,True,"['lovely', 'weekend', 'new', 'familyhad', 'fantastic', 'quality', 'timeroom', 'comfortablethe', 'food', 'excellent', 'courtesy', 'par', 'excellence', 'special', 'reference', 'jai', 'raj', 'dewanthe', 'young', 'manager', 'attendance', 'feel', 'specialwould', 'definitely', 'like', 'repeat', 'visit', 'mrsgeeta', 'bhargava']",lovely weekend new familyhad fantastic quality timeroom comfortablethe food excellent courtesy par excellence special reference jai raj dewanthe young manager attendance feel specialwould definitely like repeat visit mrsgeeta bhargava
feel bind write awesome feedback genuine hard work multiple team sure guest amazing stay good property review tag need genuinely involve sure splendid time ask teach pass buck laundry person help concierge service unlike brand people run brand hospitality seriously responsibly people love thank applaud recommend wow manager mr jay rathore general manager great team have not meet mr aditya vikram pandey manager welcome smile importantly available,10/21,Excellent,True,"['feel', 'bind', 'write', 'awesome', 'feedback', 'genuine', 'hard', 'work', 'multiple', 'team', 'sure', 'guest', 'amazing', 'stay', 'good', 'property', 'review', 'tag', 'need', 'genuinely', 'involve', 'sure', 'splendid', 'time', 'ask', 'teach', 'pass', 'buck', 'laundry', 'person', 'help', 'concierge', 'service', 'unlike', 'brand', 'people', 'run', 'brand', 'hospitality', 'seriously', 'responsibly', 'people', 'love', 'thank', 'applaud', 'recommend', 'wow', 'manager', 'mr', 'jay', 'rathore', 'general', 'manager', 'great', 'team', 'have', 'not', 'meet', 'mr', 'aditya', 'vikram', 'pandey', 'manager', 'welcome', 'smile', 'importantly', 'available']",feel bind write awesome feedback genuine hard work multiple team sure guest amazing stay good property review tag need genuinely involve sure splendid time ask teach pass buck laundry person help concierge service unlike brand people run brand hospitality seriously responsibly people love thank applaud recommend wow manager mr jay rathore general manager great team have not meet mr aditya vikram pandey manager welcome smile importantly available
encounter couple real first pipe music submerge head underwater pool frost grape poolside ease discomfort ear whoi shake head wonder spend time think little thing shut nearly year effect massive transformation group effortlessly throught spectrum innovation customer experience course brilliant case stay office jai great recommend upgrade inder helpful check harish brilliant swimming pool harish fitness centre great huge set,10/21,Excellent,True,"['encounter', 'couple', 'real', 'first', 'pipe', 'music', 'submerge', 'head', 'underwater', 'pool', 'frost', 'grape', 'poolside', 'ease', 'discomfort', 'ear', 'whoi', 'shake', 'head', 'wonder', 'spend', 'time', 'think', 'little', 'thing', 'shut', 'nearly', 'year', 'effect', 'massive', 'transformation', 'group', 'effortlessly', 'throught', 'spectrum', 'innovation', 'customer', 'experience', 'course', 'brilliant', 'case', 'stay', 'office', 'jai', 'great', 'recommend', 'upgrade', 'inder', 'helpful', 'check', 'harish', 'brilliant', 'swimming', 'pool', 'harish', 'fitness', 'centre', 'great', 'huge', 'set']",encounter couple real first pipe music submerge head underwater pool frost grape poolside ease discomfort ear whoi shake head wonder spend time think little thing shut nearly year effect massive transformation group effortlessly throught spectrum innovation customer experience course brilliant case stay office jai great recommend upgrade inder helpful check harish brilliant swimming pool harish fitness centre great huge set
check night away kid work celebrate relaxed birthday check process facilitate ibrahim warm welcome professional excellent service recieve dinner abhi checkout anand professional warm service level excellent room brand new extremely modern retain traditional classic feel view humayun tomb incredible bathroom good food 360 lunch dinner great especially recommend crumb fry fried fish care give air quality time reassuring thank team,10/21,Excellent,True,"['check', 'night', 'away', 'kid', 'work', 'celebrate', 'relaxed', 'birthday', 'check', 'process', 'facilitate', 'ibrahim', 'warm', 'welcome', 'professional', 'excellent', 'service', 'recieve', 'dinner', 'abhi', 'checkout', 'anand', 'professional', 'warm', 'service', 'level', 'excellent', 'room', 'brand', 'new', 'extremely', 'modern', 'retain', 'traditional', 'classic', 'feel', 'view', 'humayun', 'tomb', 'incredible', 'bathroom', 'good', 'food', '360', 'lunch', 'dinner', 'great', 'especially', 'recommend', 'crumb', 'fry', 'fried', 'fish', 'care', 'give', 'air', 'quality', 'time', 'reassuring', 'thank', 'team']",check night away kid work celebrate relaxed birthday check process facilitate ibrahim warm welcome professional excellent service recieve dinner abhi checkout anand professional warm service level excellent room brand new extremely modern retain traditional classic feel view humayun tomb incredible bathroom good food 360 lunch dinner great especially recommend crumb fry fried fish care give air quality time reassuring thank team
world service attitude raise bar expectation staff perceptive attention smallest simply amazing wonder good property book capacity time guy challenge I m come good service expect food strong point attention small thing excellent service member make memorable stay automatically make time,10/21,Excellent,True,"['world', 'service', 'attitude', 'raise', 'bar', 'expectation', 'staff', 'perceptive', 'attention', 'smallest', 'simply', 'amazing', 'wonder', 'good', 'property', 'book', 'capacity', 'time', 'guy', 'challenge', 'I', 'm', 'come', 'good', 'service', 'expect', 'food', 'strong', 'point', 'attention', 'small', 'thing', 'excellent', 'service', 'member', 'make', 'memorable', 'stay', 'automatically', 'make', 'time']",world service attitude raise bar expectation staff perceptive attention smallest simply amazing wonder good property book capacity time guy challenge I m come good service expect food strong point attention small thing excellent service member make memorable stay automatically make time
good experience staff service food well I ve experience room great treat like royalty 10 day feel like family adopt little girl tell staff outstanding know greet hug day,10/21,Excellent,True,"['good', 'experience', 'staff', 'service', 'food', 'well', 'I', 've', 'experience', 'room', 'great', 'treat', 'like', 'royalty', '10', 'day', 'feel', 'like', 'family', 'adopt', 'little', 'girl', 'tell', 'staff', 'outstanding', 'know', 'greet', 'hug', 'day']",good experience staff service food well I ve experience room great treat like royalty 10 day feel like family adopt little girl tell staff outstanding know greet hug day
thank great service great beautiful people property try good trip memorable thing request gesture outstanding hotel imagine hat mr jay ji manage execute great team grudge inspite request room upgrade dint honour guest ask suit level do not bother recently go taj rishikesh book premier villa request upgrade gangotri villa double price gm mr devraj take care,10/21,Very Good,True,"['thank', 'great', 'service', 'great', 'beautiful', 'people', 'property', 'try', 'good', 'trip', 'memorable', 'thing', 'request', 'gesture', 'outstanding', 'hotel', 'imagine', 'hat', 'mr', 'jay', 'ji', 'manage', 'execute', 'great', 'team', 'grudge', 'inspite', 'request', 'room', 'upgrade', 'dint', 'honour', 'guest', 'ask', 'suit', 'level', 'do', 'not', 'bother', 'recently', 'go', 'taj', 'rishikesh', 'book', 'premier', 'villa', 'request', 'upgrade', 'gangotri', 'villa', 'double', 'price', 'gm', 'mr', 'devraj', 'take', 'care']",thank great service great beautiful people property try good trip memorable thing request gesture outstanding hotel imagine hat mr jay ji manage execute great team grudge inspite request room upgrade dint honour guest ask suit level do not bother recently go taj rishikesh book premier villa request upgrade gangotri villa double price gm mr devraj take care
small issue checkin resolve 1 minute excellent service reception housekeeping staff 360 restaurant friendly try well yes request stay night october night september time amazing,10/21,Excellent,True,"['small', 'issue', 'checkin', 'resolve', '1', 'minute', 'excellent', 'service', 'reception', 'housekeeping', 'staff', '360', 'restaurant', 'friendly', 'try', 'well', 'yes', 'request', 'stay', 'night', 'october', 'night', 'september', 'time', 'amazing']",small issue checkin resolve 1 minute excellent service reception housekeeping staff 360 restaurant friendly try well yes request stay night october night september time amazing
reopen extensive renovation obvious choice business leisure travel room suit large spacious modern housekeeping staff go ensure sanitisation comfort restaurant delicious breakfast spread fantastic fact good eating be not buffet inclusive al carte germaphobe absolute blessing important bit team ibrahim jonaki rest staff tond cater need sure enjoyable experience,10/21,Excellent,True,"['reopen', 'extensive', 'renovation', 'obvious', 'choice', 'business', 'leisure', 'travel', 'room', 'suit', 'large', 'spacious', 'modern', 'housekeeping', 'staff', 'go', 'ensure', 'sanitisation', 'comfort', 'restaurant', 'delicious', 'breakfast', 'spread', 'fantastic', 'fact', 'good', 'eating', 'be', 'not', 'buffet', 'inclusive', 'al', 'carte', 'germaphobe', 'absolute', 'blessing', 'important', 'bit', 'team', 'ibrahim', 'jonaki', 'rest', 'staff', 'tond', 'cater', 'need', 'sure', 'enjoyable', 'experience']",reopen extensive renovation obvious choice business leisure travel room suit large spacious modern housekeeping staff go ensure sanitisation comfort restaurant delicious breakfast spread fantastic fact good eating be not buffet inclusive al carte germaphobe absolute blessing important bit team ibrahim jonaki rest staff tond cater need sure enjoyable experience
excellent attention detail friendly caring staff bonus way airport night lobby manager call check want dinner room arrival covid protocol superb outside non stay guest restrict keep safe staff vaccinate highly recommend business family,10/21,Excellent,True,"['excellent', 'attention', 'detail', 'friendly', 'caring', 'staff', 'bonus', 'way', 'airport', 'night', 'lobby', 'manager', 'call', 'check', 'want', 'dinner', 'room', 'arrival', 'covid', 'protocol', 'superb', 'outside', 'non', 'stay', 'guest', 'restrict', 'keep', 'safe', 'staff', 'vaccinate', 'highly', 'recommend', 'business', 'family']",excellent attention detail friendly caring staff bonus way airport night lobby manager call check want dinner room arrival covid protocol superb outside non stay guest restrict keep safe staff vaccinate highly recommend business family
wonderful experience new truly iconic staff excellent like thank mr inder pal singh mr vinayak mr aditya mahajan stay comfortable definitely come thank memorable stay,10/21,Excellent,True,"['wonderful', 'experience', 'new', 'truly', 'iconic', 'staff', 'excellent', 'like', 'thank', 'mr', 'inder', 'pal', 'singh', 'mr', 'vinayak', 'mr', 'aditya', 'mahajan', 'stay', 'comfortable', 'definitely', 'come', 'thank', 'memorable', 'stay']",wonderful experience new truly iconic staff excellent like thank mr inder pal singh mr vinayak mr aditya mahajan stay comfortable definitely come thank memorable stay
stay couple day staff make check concierge butler couple thank special attention jessica concierge asmita butler staff chickoo work thank,10/21,Excellent,True,"['stay', 'couple', 'day', 'staff', 'make', 'check', 'concierge', 'butler', 'couple', 'thank', 'special', 'attention', 'jessica', 'concierge', 'asmita', 'butler', 'staff', 'chickoo', 'work', 'thank']",stay couple day staff make check concierge butler couple thank special attention jessica concierge asmita butler staff chickoo work thank
cooperative humble staff special mention adnan amicable serve nicely suggest mango dessert miss mango lover,10/21,Excellent,True,"['cooperative', 'humble', 'staff', 'special', 'mention', 'adnan', 'amicable', 'serve', 'nicely', 'suggest', 'mango', 'dessert', 'miss', 'mango', 'lover']",cooperative humble staff special mention adnan amicable serve nicely suggest mango dessert miss mango lover
new take care love care humbleness feel great privileged treat care thank well 5 star country,10/21,Excellent,True,"['new', 'take', 'care', 'love', 'care', 'humbleness', 'feel', 'great', 'privileged', 'treat', 'care', 'thank', 'well', '5', 'star', 'country']",new take care love care humbleness feel great privileged treat care thank well 5 star country
location good health safety protocol follow feel safe view room food service restaurant upkeep room staff excellent suggestion placement coffeemaker well space walkin wardrobe,09/21,Excellent,True,"['location', 'good', 'health', 'safety', 'protocol', 'follow', 'feel', 'safe', 'view', 'room', 'food', 'service', 'restaurant', 'upkeep', 'room', 'staff', 'excellent', 'suggestion', 'placement', 'coffeemaker', 'well', 'space', 'walkin', 'wardrobe']",location good health safety protocol follow feel safe view room food service restaurant upkeep room staff excellent suggestion placement coffeemaker well space walkin wardrobe
like stay good staff take good care family good food chef amazing like visit thankyou teamu dayreally happy choose hotelhighly recommend,09/21,Excellent,True,"['like', 'stay', 'good', 'staff', 'take', 'good', 'care', 'family', 'good', 'food', 'chef', 'amazing', 'like', 'visit', 'thankyou', 'teamu', 'dayreally', 'happy', 'choose', 'hotelhighly', 'recommend']",like stay good staff take good care family good food chef amazing like visit thankyou teamu dayreally happy choose hotelhighly recommend
compliment thing 1 entire staff moment walk stellar attention 2 specially like mention vaishnavi jessica vijeta ibrahim team 3 feel super special tenacious need flexible 4 having experience hospitality leela itc tak trident win hand visit rooftop bar amazing brunch spread indoor pool spa highly professional delightful team,09/21,Excellent,True,"['compliment', 'thing', '1', 'entire', 'staff', 'moment', 'walk', 'stellar', 'attention', '2', 'specially', 'like', 'mention', 'vaishnavi', 'jessica', 'vijeta', 'ibrahim', 'team', '3', 'feel', 'super', 'special', 'tenacious', 'need', 'flexible', '4', 'having', 'experience', 'hospitality', 'leela', 'itc', 'tak', 'trident', 'win', 'hand', 'visit', 'rooftop', 'bar', 'amazing', 'brunch', 'spread', 'indoor', 'pool', 'spa', 'highly', 'professional', 'delightful', 'team']",compliment thing 1 entire staff moment walk stellar attention 2 specially like mention vaishnavi jessica vijeta ibrahim team 3 feel super special tenacious need flexible 4 having experience hospitality leela itc tak trident win hand visit rooftop bar amazing brunch spread indoor pool spa highly professional delightful team
stay amazing start finish absolutely room toiletry bathroom beautiful smell like spa corridor importantly staff perfect stay daughter 17th birthday surprise arrival room birthday cake plate petit four flower room absolutely delight dinner breakfast delicious pick quick lunch deli trip agra room service prompt food serve hot staff polite friendly child feel welcome fawn impeccable customer service example arrive tired hungry long flight,09/21,Excellent,True,"['stay', 'amazing', 'start', 'finish', 'absolutely', 'room', 'toiletry', 'bathroom', 'beautiful', 'smell', 'like', 'spa', 'corridor', 'importantly', 'staff', 'perfect', 'stay', 'daughter', '17th', 'birthday', 'surprise', 'arrival', 'room', 'birthday', 'cake', 'plate', 'petit', 'four', 'flower', 'room', 'absolutely', 'delight', 'dinner', 'breakfast', 'delicious', 'pick', 'quick', 'lunch', 'deli', 'trip', 'agra', 'room', 'service', 'prompt', 'food', 'serve', 'hot', 'staff', 'polite', 'friendly', 'child', 'feel', 'welcome', 'fawn', 'impeccable', 'customer', 'service', 'example', 'arrive', 'tired', 'hungry', 'long', 'flight']",stay amazing start finish absolutely room toiletry bathroom beautiful smell like spa corridor importantly staff perfect stay daughter 17th birthday surprise arrival room birthday cake plate petit four flower room absolutely delight dinner breakfast delicious pick quick lunch deli trip agra room service prompt food serve hot staff polite friendly child feel welcome fawn impeccable customer service example arrive tired hungry long flight
moment step till time check service exceptional mr aditya vikram pandey manager ms rachel give personal attention sure stay comfortable possible thank complimentary room upgrade head chef restaurant ask special request breakfast request meet food exceptionally great,09/21,Excellent,True,"['moment', 'step', 'till', 'time', 'check', 'service', 'exceptional', 'mr', 'aditya', 'vikram', 'pandey', 'manager', 'ms', 'rachel', 'give', 'personal', 'attention', 'sure', 'stay', 'comfortable', 'possible', 'thank', 'complimentary', 'room', 'upgrade', 'head', 'chef', 'restaurant', 'ask', 'special', 'request', 'breakfast', 'request', 'meet', 'food', 'exceptionally', 'great']",moment step till time check service exceptional mr aditya vikram pandey manager ms rachel give personal attention sure stay comfortable possible thank complimentary room upgrade head chef restaurant ask special request breakfast request meet food exceptionally great
good business centre follow protocol term sanitization team professional proactive special thank mr atul msharshita assist team client meeting highly recommend,07/21,Excellent,True,"['good', 'business', 'centre', 'follow', 'protocol', 'term', 'sanitization', 'team', 'professional', 'proactive', 'special', 'thank', 'mr', 'atul', 'msharshita', 'assist', 'team', 'client', 'meeting', 'highly', 'recommend']",good business centre follow protocol term sanitization team professional proactive special thank mr atul msharshita assist team client meeting highly recommend
nice check birthday upgrade nice flower balloon cake arrange jonaki biswa office manager excellent inroom dine good dinner omya excellent breakfast 360 courteous soft spoken staff excellent housekeeping service anshika excellent clean room tea coffee facility good finally nice check ind,09/21,Excellent,True,"['nice', 'check', 'birthday', 'upgrade', 'nice', 'flower', 'balloon', 'cake', 'arrange', 'jonaki', 'biswa', 'office', 'manager', 'excellent', 'inroom', 'dine', 'good', 'dinner', 'omya', 'excellent', 'breakfast', '360', 'courteous', 'soft', 'spoken', 'staff', 'excellent', 'housekeeping', 'service', 'anshika', 'excellent', 'clean', 'room', 'tea', 'coffee', 'facility', 'good', 'finally', 'nice', 'check', 'ind']",nice check birthday upgrade nice flower balloon cake arrange jonaki biswa office manager excellent inroom dine good dinner omya excellent breakfast 360 courteous soft spoken staff excellent housekeeping service anshika excellent clean room tea coffee facility good finally nice check ind
right email exchange mr rathore pushkar till checkout inder lady I m forget outstanding premier plus room highly recommend golf course view forget I m finicky odd room feel mr rathore go way ensure take care appreciate pushkar effort help exceptional weekend stay standout housekeeping fb staff 369 cirrus patisserie atul we ve experience level attentiveness we ve stay luxury property comparator chain butler manthan young boy quick respond special thank,09/21,Excellent,True,"['right', 'email', 'exchange', 'mr', 'rathore', 'pushkar', 'till', 'checkout', 'inder', 'lady', 'I', 'm', 'forget', 'outstanding', 'premier', 'plus', 'room', 'highly', 'recommend', 'golf', 'course', 'view', 'forget', 'I', 'm', 'finicky', 'odd', 'room', 'feel', 'mr', 'rathore', 'go', 'way', 'ensure', 'take', 'care', 'appreciate', 'pushkar', 'effort', 'help', 'exceptional', 'weekend', 'stay', 'standout', 'housekeeping', 'fb', 'staff', '369', 'cirrus', 'patisserie', 'atul', 'we', 've', 'experience', 'level', 'attentiveness', 'we', 've', 'stay', 'luxury', 'property', 'comparator', 'chain', 'butler', 'manthan', 'young', 'boy', 'quick', 'respond', 'special', 'thank']",right email exchange mr rathore pushkar till checkout inder lady I m forget outstanding premier plus room highly recommend golf course view forget I m finicky odd room feel mr rathore go way ensure take care appreciate pushkar effort help exceptional weekend stay standout housekeeping fb staff 369 cirrus patisserie atul we ve experience level attentiveness we ve stay luxury property comparator chain butler manthan young boy quick respond special thank
new well ultra luxe business hotel world service great 24x7 butler service complimentary night turndown service perfect return long work day city food improve bit overall solid choice luxury leisure business traveler,09/21,Excellent,True,"['new', 'well', 'ultra', 'luxe', 'business', 'hotel', 'world', 'service', 'great', '24x7', 'butler', 'service', 'complimentary', 'night', 'turndown', 'service', 'perfect', 'return', 'long', 'work', 'day', 'city', 'food', 'improve', 'bit', 'overall', 'solid', 'choice', 'luxury', 'leisure', 'business', 'traveler']",new well ultra luxe business hotel world service great 24x7 butler service complimentary night turndown service perfect return long work day city food improve bit overall solid choice luxury leisure business traveler
month step apartmentfor obvious reason course get reason celebrate decide staycation hyatt loyalist want try different top list trip advisor that s choose spend weekend wife celiac important word wish stay advance care dietary need send note general manager request attention jay gm team quick respond positively checkedin afternoon greet chef duty manager assure wonderful stay room overlook,08/21,Excellent,True,"['month', 'step', 'apartmentfor', 'obvious', 'reason', 'course', 'get', 'reason', 'celebrate', 'decide', 'staycation', 'hyatt', 'loyalist', 'want', 'try', 'different', 'top', 'list', 'trip', 'advisor', 'that', 's', 'choose', 'spend', 'weekend', 'wife', 'celiac', 'important', 'word', 'wish', 'stay', 'advance', 'care', 'dietary', 'need', 'send', 'note', 'general', 'manager', 'request', 'attention', 'jay', 'gm', 'team', 'quick', 'respond', 'positively', 'checkedin', 'afternoon', 'greet', 'chef', 'duty', 'manager', 'assure', 'wonderful', 'stay', 'room', 'overlook']",month step apartmentfor obvious reason course get reason celebrate decide staycation hyatt loyalist want try different top list trip advisor that s choose spend weekend wife celiac important word wish stay advance care dietary need send note general manager request attention jay gm team quick respond positively checkedin afternoon greet chef duty manager assure wonderful stay room overlook
perfect staycation maintain room comfortable staff supercourteous friendly going way feel home room fabulous view fortunate get overlook golf course vast expanse endless green visual treat large window thank staff make stay memorable special mention chef sachin take care dietary need provide safe glutenfree meal carefully prepare separate area avoid crosscontamination favorite meal kebab platter shakshuka definitely love come meal stay future,08/21,Excellent,True,"['perfect', 'staycation', 'maintain', 'room', 'comfortable', 'staff', 'supercourteous', 'friendly', 'going', 'way', 'feel', 'home', 'room', 'fabulous', 'view', 'fortunate', 'get', 'overlook', 'golf', 'course', 'vast', 'expanse', 'endless', 'green', 'visual', 'treat', 'large', 'window', 'thank', 'staff', 'make', 'stay', 'memorable', 'special', 'mention', 'chef', 'sachin', 'take', 'care', 'dietary', 'need', 'provide', 'safe', 'glutenfree', 'meal', 'carefully', 'prepare', 'separate', 'area', 'avoid', 'crosscontamination', 'favorite', 'meal', 'kebab', 'platter', 'shakshuka', 'definitely', 'love', 'come', 'meal', 'stay', 'future']",perfect staycation maintain room comfortable staff supercourteous friendly going way feel home room fabulous view fortunate get overlook golf course vast expanse endless green visual treat large window thank staff make stay memorable special mention chef sachin take care dietary need provide safe glutenfree meal carefully prepare separate area avoid crosscontamination favorite meal kebab platter shakshuka definitely love come meal stay future
lutyens home feel non home feel welcome peaceful unlike hotel showy unnecessary pompous genuinely gem likeable tranquility exhibitsi genuinely feel property good office undoubtedly country welcome people strongly recommend office mr aditya vikram pandey home manager mr ibrahim room division manager ms sonya duty manager mr vinayak ms jonaki mr yajat mr sagar mr vineet degree mr sarabjeet singh bhalla surely backbone mr arjun dewan assistant fb manager earth gentleman mohit dhiman mr bartender tops list varun manem,09/21,Excellent,True,"['lutyens', 'home', 'feel', 'non', 'home', 'feel', 'welcome', 'peaceful', 'unlike', 'hotel', 'showy', 'unnecessary', 'pompous', 'genuinely', 'gem', 'likeable', 'tranquility', 'exhibitsi', 'genuinely', 'feel', 'property', 'good', 'office', 'undoubtedly', 'country', 'welcome', 'people', 'strongly', 'recommend', 'office', 'mr', 'aditya', 'vikram', 'pandey', 'home', 'manager', 'mr', 'ibrahim', 'room', 'division', 'manager', 'ms', 'sonya', 'duty', 'manager', 'mr', 'vinayak', 'ms', 'jonaki', 'mr', 'yajat', 'mr', 'sagar', 'mr', 'vineet', 'degree', 'mr', 'sarabjeet', 'singh', 'bhalla', 'surely', 'backbone', 'mr', 'arjun', 'dewan', 'assistant', 'fb', 'manager', 'earth', 'gentleman', 'mohit', 'dhiman', 'mr', 'bartender', 'tops', 'list', 'varun', 'manem']",lutyens home feel non home feel welcome peaceful unlike hotel showy unnecessary pompous genuinely gem likeable tranquility exhibitsi genuinely feel property good office undoubtedly country welcome people strongly recommend office mr aditya vikram pandey home manager mr ibrahim room division manager ms sonya duty manager mr vinayak ms jonaki mr yajat mr sagar mr vineet degree mr sarabjeet singh bhalla surely backbone mr arjun dewan assistant fb manager earth gentleman mohit dhiman mr bartender tops list varun manem
stay boy memorable 5 star stay life wife 25 year old daughter antara nod agreement think forever area improvement impeccable precheckin experience think couple day make reservation contact vinayak stay touch till time check take bit care ensure apprehension request note take care arrive prominently include learn wife birthday 25 year old kid who d like entertained day,09/21,Excellent,True,"['stay', 'boy', 'memorable', '5', 'star', 'stay', 'life', 'wife', '25', 'year', 'old', 'daughter', 'antara', 'nod', 'agreement', 'think', 'forever', 'area', 'improvement', 'impeccable', 'precheckin', 'experience', 'think', 'couple', 'day', 'make', 'reservation', 'contact', 'vinayak', 'stay', 'touch', 'till', 'time', 'check', 'take', 'bit', 'care', 'ensure', 'apprehension', 'request', 'note', 'take', 'care', 'arrive', 'prominently', 'include', 'learn', 'wife', 'birthday', '25', 'year', 'old', 'kid', 'who', 'd', 'like', 'entertained', 'day']",stay boy memorable 5 star stay life wife 25 year old daughter antara nod agreement think forever area improvement impeccable precheckin experience think couple day make reservation contact vinayak stay touch till time check take bit care ensure apprehension request note take care arrive prominently include learn wife birthday 25 year old kid who d like entertained day
favourite hotel service impeccable eager stay comfortable smooth take utmost care preference travel child engage constructive way doubt fine hotel stay,09/21,Excellent,True,"['favourite', 'hotel', 'service', 'impeccable', 'eager', 'stay', 'comfortable', 'smooth', 'take', 'utmost', 'care', 'preference', 'travel', 'child', 'engage', 'constructive', 'way', 'doubt', 'fine', 'hotel', 'stay']",favourite hotel service impeccable eager stay comfortable smooth take utmost care preference travel child engage constructive way doubt fine hotel stay
thing superbb request child try change policy family occupancy child parent issue rate live family vacation reaaly good pl u,09/21,Excellent,True,"['thing', 'superbb', 'request', 'child', 'try', 'change', 'policy', 'family', 'occupancy', 'child', 'parent', 'issue', 'rate', 'live', 'family', 'vacation', 'reaaly', 'good', 'pl', 'u']",thing superbb request child try change policy family occupancy child parent issue rate live family vacation reaaly good pl u
pleasure stay love attention aspect cleanliness hygiene impeccable carry air quality monitor travel test air quality hotel safe air quality far clean like special thank jonaki biswa lovely conversation make stay comfortable,05/21,Excellent,True,"['pleasure', 'stay', 'love', 'attention', 'aspect', 'cleanliness', 'hygiene', 'impeccable', 'carry', 'air', 'quality', 'monitor', 'travel', 'test', 'air', 'quality', 'hotel', 'safe', 'air', 'quality', 'far', 'clean', 'like', 'special', 'thank', 'jonaki', 'biswa', 'lovely', 'conversation', 'make', 'stay', 'comfortable']",pleasure stay love attention aspect cleanliness hygiene impeccable carry air quality monitor travel test air quality hotel safe air quality far clean like special thank jonaki biswa lovely conversation make stay comfortable
fun absolutely chaotic day nonstop dancing sleep parent book stay new bride night wedding incredibly relax stay soultouching food order room service extremely look staff staff welcome love care complimentary chocolate fudge cake drink follow set complimentary pastry lovely handwritten note housekeeping manager detail matter beautiful time extra need gorge morning breakfast phenomenal variety I ve see keema pao cold coffee,08/21,Excellent,True,"['fun', 'absolutely', 'chaotic', 'day', 'nonstop', 'dancing', 'sleep', 'parent', 'book', 'stay', 'new', 'bride', 'night', 'wedding', 'incredibly', 'relax', 'stay', 'soultouching', 'food', 'order', 'room', 'service', 'extremely', 'look', 'staff', 'staff', 'welcome', 'love', 'care', 'complimentary', 'chocolate', 'fudge', 'cake', 'drink', 'follow', 'set', 'complimentary', 'pastry', 'lovely', 'handwritten', 'note', 'housekeeping', 'manager', 'detail', 'matter', 'beautiful', 'time', 'extra', 'need', 'gorge', 'morning', 'breakfast', 'phenomenal', 'variety', 'I', 've', 'see', 'keema', 'pao', 'cold', 'coffee']",fun absolutely chaotic day nonstop dancing sleep parent book stay new bride night wedding incredibly relax stay soultouching food order room service extremely look staff staff welcome love care complimentary chocolate fudge cake drink follow set complimentary pastry lovely handwritten note housekeeping manager detail matter beautiful time extra need gorge morning breakfast phenomenal variety I ve see keema pao cold coffee
brilliant stay notch service major shoutout staff fabulous hospitality go ensure comfortable luxurious stay wait favourite soon,08/21,Excellent,True,"['brilliant', 'stay', 'notch', 'service', 'major', 'shoutout', 'staff', 'fabulous', 'hospitality', 'go', 'ensure', 'comfortable', 'luxurious', 'stay', 'wait', 'favourite', 'soon']",brilliant stay notch service major shoutout staff fabulous hospitality go ensure comfortable luxurious stay wait favourite soon
